match_turn,player1wins,match,turnNumber
"[Gen 1] Random Battle-23336,6992,23570,46934-turn24.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",24
"[Gen 1] Random Battle-23336,6992,23570,46934-turn25.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",25
"[Gen 1] Random Battle-23336,6992,23570,46934-turn39.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",39
"[Gen 1] Random Battle-23336,6992,23570,46934-turn43.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",43
"[Gen 1] Random Battle-23336,6992,23570,46934-turn46.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",46
"[Gen 1] Random Battle-23336,6992,23570,46934-turn49.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",49
"[Gen 1] Random Battle-23336,6992,23570,46934-turn50.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",50
"[Gen 1] Random Battle-23336,6992,23570,46934-turn9.txt",0,"[Gen 1] Random Battle-23336,6992,23570,46934",9
"[Gen 1] Random Battle-23350,32048,26251,59926-turn0.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",0
"[Gen 1] Random Battle-23350,32048,26251,59926-turn1.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",1
"[Gen 1] Random Battle-23350,32048,26251,59926-turn10.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",10
"[Gen 1] Random Battle-23350,32048,26251,59926-turn13.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",13
"[Gen 1] Random Battle-23350,32048,26251,59926-turn18.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",18
"[Gen 1] Random Battle-23350,32048,26251,59926-turn2.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",2
"[Gen 1] Random Battle-23350,32048,26251,59926-turn22.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",22
"[Gen 1] Random Battle-23350,32048,26251,59926-turn25.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",25
"[Gen 1] Random Battle-23350,32048,26251,59926-turn3.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",3
"[Gen 1] Random Battle-23350,32048,26251,59926-turn4.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",4
"[Gen 1] Random Battle-23350,32048,26251,59926-turn9.txt",0,"[Gen 1] Random Battle-23350,32048,26251,59926",9
"[Gen 1] Random Battle-2337,3030,45254,11542-turn0.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",0
"[Gen 1] Random Battle-2337,3030,45254,11542-turn17.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",17
"[Gen 1] Random Battle-2337,3030,45254,11542-turn20.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",20
"[Gen 1] Random Battle-2337,3030,45254,11542-turn23.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",23
"[Gen 1] Random Battle-2337,3030,45254,11542-turn24.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",24
"[Gen 1] Random Battle-2337,3030,45254,11542-turn26.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",26
"[Gen 1] Random Battle-2337,3030,45254,11542-turn28.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",28
"[Gen 1] Random Battle-2337,3030,45254,11542-turn30.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",30
"[Gen 1] Random Battle-2337,3030,45254,11542-turn6.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",6
"[Gen 1] Random Battle-2337,3030,45254,11542-turn9.txt",0,"[Gen 1] Random Battle-2337,3030,45254,11542",9
"[Gen 1] Random Battle-23462,53531,14953,42870-turn0.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",0
"[Gen 1] Random Battle-23462,53531,14953,42870-turn11.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",11
"[Gen 1] Random Battle-23462,53531,14953,42870-turn12.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",12
"[Gen 1] Random Battle-23462,53531,14953,42870-turn16.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",16
"[Gen 1] Random Battle-23462,53531,14953,42870-turn17.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",17
"[Gen 1] Random Battle-23462,53531,14953,42870-turn18.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",18
"[Gen 1] Random Battle-23462,53531,14953,42870-turn22.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",22
"[Gen 1] Random Battle-23462,53531,14953,42870-turn25.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",25
"[Gen 1] Random Battle-23462,53531,14953,42870-turn27.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",27
"[Gen 1] Random Battle-23462,53531,14953,42870-turn3.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",3
"[Gen 1] Random Battle-23462,53531,14953,42870-turn31.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",31
"[Gen 1] Random Battle-23462,53531,14953,42870-turn37.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",37
"[Gen 1] Random Battle-23462,53531,14953,42870-turn45.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",45
"[Gen 1] Random Battle-23462,53531,14953,42870-turn55.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",55
"[Gen 1] Random Battle-23462,53531,14953,42870-turn56.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",56
"[Gen 1] Random Battle-23462,53531,14953,42870-turn57.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",57
"[Gen 1] Random Battle-23462,53531,14953,42870-turn59.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",59
"[Gen 1] Random Battle-23462,53531,14953,42870-turn6.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",6
"[Gen 1] Random Battle-23462,53531,14953,42870-turn61.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",61
"[Gen 1] Random Battle-23462,53531,14953,42870-turn62.txt",0,"[Gen 1] Random Battle-23462,53531,14953,42870",62
"[Gen 1] Random Battle-23492,6136,7726,51414-turn0.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",0
"[Gen 1] Random Battle-23492,6136,7726,51414-turn11.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",11
"[Gen 1] Random Battle-23492,6136,7726,51414-turn22.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",22
"[Gen 1] Random Battle-23492,6136,7726,51414-turn25.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",25
"[Gen 1] Random Battle-23492,6136,7726,51414-turn26.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",26
"[Gen 1] Random Battle-23492,6136,7726,51414-turn28.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",28
"[Gen 1] Random Battle-23492,6136,7726,51414-turn34.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",34
"[Gen 1] Random Battle-23492,6136,7726,51414-turn8.txt",0,"[Gen 1] Random Battle-23492,6136,7726,51414",8
"[Gen 1] Random Battle-23522,2543,12147,65014-turn0.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",0
"[Gen 1] Random Battle-23522,2543,12147,65014-turn16.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",16
"[Gen 1] Random Battle-23522,2543,12147,65014-turn21.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",21
"[Gen 1] Random Battle-23522,2543,12147,65014-turn22.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",22
"[Gen 1] Random Battle-23522,2543,12147,65014-turn23.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",23
"[Gen 1] Random Battle-23522,2543,12147,65014-turn24.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",24
"[Gen 1] Random Battle-23522,2543,12147,65014-turn28.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",28
"[Gen 1] Random Battle-23522,2543,12147,65014-turn39.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",39
"[Gen 1] Random Battle-23522,2543,12147,65014-turn40.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",40
"[Gen 1] Random Battle-23522,2543,12147,65014-turn6.txt",0,"[Gen 1] Random Battle-23522,2543,12147,65014",6
"[Gen 1] Random Battle-23656,10563,26947,61478-turn0.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",0
"[Gen 1] Random Battle-23656,10563,26947,61478-turn1.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",1
"[Gen 1] Random Battle-23656,10563,26947,61478-turn22.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",22
"[Gen 1] Random Battle-23656,10563,26947,61478-turn25.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",25
"[Gen 1] Random Battle-23656,10563,26947,61478-turn27.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",27
"[Gen 1] Random Battle-23656,10563,26947,61478-turn32.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",32
"[Gen 1] Random Battle-23656,10563,26947,61478-turn33.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",33
"[Gen 1] Random Battle-23656,10563,26947,61478-turn34.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",34
"[Gen 1] Random Battle-23656,10563,26947,61478-turn35.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",35
"[Gen 1] Random Battle-23656,10563,26947,61478-turn38.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",38
"[Gen 1] Random Battle-23656,10563,26947,61478-turn9.txt",1,"[Gen 1] Random Battle-23656,10563,26947,61478",9
"[Gen 1] Random Battle-23684,8176,50125,3734-turn0.txt",1,"[Gen 1] Random Battle-23684,8176,50125,3734",0
"[Gen 1] Random Battle-23684,8176,50125,3734-turn21.txt",1,"[Gen 1] Random Battle-23684,8176,50125,3734",21
"[Gen 1] Random Battle-23684,8176,50125,3734-turn22.txt",1,"[Gen 1] Random Battle-23684,8176,50125,3734",22
"[Gen 1] Random Battle-23684,8176,50125,3734-turn29.txt",1,"[Gen 1] Random Battle-23684,8176,50125,3734",29
"[Gen 1] Random Battle-23684,8176,50125,3734-turn31.txt",1,"[Gen 1] Random Battle-23684,8176,50125,3734",31
"[Gen 1] Random Battle-23795,52405,28598,16006-turn0.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",0
"[Gen 1] Random Battle-23795,52405,28598,16006-turn19.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",19
"[Gen 1] Random Battle-23795,52405,28598,16006-turn20.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",20
"[Gen 1] Random Battle-23795,52405,28598,16006-turn22.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",22
"[Gen 1] Random Battle-23795,52405,28598,16006-turn23.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",23
"[Gen 1] Random Battle-23795,52405,28598,16006-turn26.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",26
"[Gen 1] Random Battle-23795,52405,28598,16006-turn32.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",32
"[Gen 1] Random Battle-23795,52405,28598,16006-turn37.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",37
"[Gen 1] Random Battle-23795,52405,28598,16006-turn6.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",6
"[Gen 1] Random Battle-23795,52405,28598,16006-turn8.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",8
"[Gen 1] Random Battle-23795,52405,28598,16006-turn9.txt",1,"[Gen 1] Random Battle-23795,52405,28598,16006",9
"[Gen 1] Random Battle-2391,4457,40180,56934-turn0.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",0
"[Gen 1] Random Battle-2391,4457,40180,56934-turn12.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",12
"[Gen 1] Random Battle-2391,4457,40180,56934-turn16.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",16
"[Gen 1] Random Battle-2391,4457,40180,56934-turn20.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",20
"[Gen 1] Random Battle-2391,4457,40180,56934-turn23.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",23
"[Gen 1] Random Battle-2391,4457,40180,56934-turn27.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",27
"[Gen 1] Random Battle-2391,4457,40180,56934-turn37.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",37
"[Gen 1] Random Battle-2391,4457,40180,56934-turn47.txt",1,"[Gen 1] Random Battle-2391,4457,40180,56934",47
"[Gen 1] Random Battle-23923,256,21015,48470-turn0.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",0
"[Gen 1] Random Battle-23923,256,21015,48470-turn13.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",13
"[Gen 1] Random Battle-23923,256,21015,48470-turn23.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",23
"[Gen 1] Random Battle-23923,256,21015,48470-turn34.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",34
"[Gen 1] Random Battle-23923,256,21015,48470-turn48.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",48
"[Gen 1] Random Battle-23923,256,21015,48470-turn51.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",51
"[Gen 1] Random Battle-23923,256,21015,48470-turn57.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",57
"[Gen 1] Random Battle-23923,256,21015,48470-turn6.txt",1,"[Gen 1] Random Battle-23923,256,21015,48470",6
"[Gen 1] Random Battle-23972,10737,969,54134-turn0.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",0
"[Gen 1] Random Battle-23972,10737,969,54134-turn15.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",15
"[Gen 1] Random Battle-23972,10737,969,54134-turn19.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",19
"[Gen 1] Random Battle-23972,10737,969,54134-turn20.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",20
"[Gen 1] Random Battle-23972,10737,969,54134-turn22.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",22
"[Gen 1] Random Battle-23972,10737,969,54134-turn24.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",24
"[Gen 1] Random Battle-23972,10737,969,54134-turn26.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",26
"[Gen 1] Random Battle-23972,10737,969,54134-turn28.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",28
"[Gen 1] Random Battle-23972,10737,969,54134-turn29.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",29
"[Gen 1] Random Battle-23972,10737,969,54134-turn30.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",30
"[Gen 1] Random Battle-23972,10737,969,54134-turn35.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",35
"[Gen 1] Random Battle-23972,10737,969,54134-turn37.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",37
"[Gen 1] Random Battle-23972,10737,969,54134-turn39.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",39
"[Gen 1] Random Battle-23972,10737,969,54134-turn4.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",4
"[Gen 1] Random Battle-23972,10737,969,54134-turn40.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",40
"[Gen 1] Random Battle-23972,10737,969,54134-turn42.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",42
"[Gen 1] Random Battle-23972,10737,969,54134-turn45.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",45
"[Gen 1] Random Battle-23972,10737,969,54134-turn48.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",48
"[Gen 1] Random Battle-23972,10737,969,54134-turn54.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",54
"[Gen 1] Random Battle-23972,10737,969,54134-turn58.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",58
"[Gen 1] Random Battle-23972,10737,969,54134-turn61.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",61
"[Gen 1] Random Battle-23972,10737,969,54134-turn64.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",64
"[Gen 1] Random Battle-23972,10737,969,54134-turn66.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",66
"[Gen 1] Random Battle-23972,10737,969,54134-turn71.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",71
"[Gen 1] Random Battle-23972,10737,969,54134-turn72.txt",1,"[Gen 1] Random Battle-23972,10737,969,54134",72
"[Gen 1] Random Battle-24044,39391,58885,9526-turn0.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",0
"[Gen 1] Random Battle-24044,39391,58885,9526-turn10.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",10
"[Gen 1] Random Battle-24044,39391,58885,9526-turn13.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",13
"[Gen 1] Random Battle-24044,39391,58885,9526-turn16.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",16
"[Gen 1] Random Battle-24044,39391,58885,9526-turn17.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",17
"[Gen 1] Random Battle-24044,39391,58885,9526-turn22.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",22
"[Gen 1] Random Battle-24044,39391,58885,9526-turn29.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",29
"[Gen 1] Random Battle-24044,39391,58885,9526-turn30.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",30
"[Gen 1] Random Battle-24044,39391,58885,9526-turn33.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",33
"[Gen 1] Random Battle-24044,39391,58885,9526-turn34.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",34
"[Gen 1] Random Battle-24044,39391,58885,9526-turn43.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",43
"[Gen 1] Random Battle-24044,39391,58885,9526-turn52.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",52
"[Gen 1] Random Battle-24044,39391,58885,9526-turn6.txt",0,"[Gen 1] Random Battle-24044,39391,58885,9526",6
"[Gen 1] Random Battle-24150,40075,30304,10454-turn0.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",0
"[Gen 1] Random Battle-24150,40075,30304,10454-turn14.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",14
"[Gen 1] Random Battle-24150,40075,30304,10454-turn18.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",18
"[Gen 1] Random Battle-24150,40075,30304,10454-turn19.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",19
"[Gen 1] Random Battle-24150,40075,30304,10454-turn21.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",21
"[Gen 1] Random Battle-24150,40075,30304,10454-turn25.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",25
"[Gen 1] Random Battle-24150,40075,30304,10454-turn26.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",26
"[Gen 1] Random Battle-24150,40075,30304,10454-turn28.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",28
"[Gen 1] Random Battle-24150,40075,30304,10454-turn34.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",34
"[Gen 1] Random Battle-24150,40075,30304,10454-turn42.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",42
"[Gen 1] Random Battle-24150,40075,30304,10454-turn5.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",5
"[Gen 1] Random Battle-24150,40075,30304,10454-turn7.txt",1,"[Gen 1] Random Battle-24150,40075,30304,10454",7
"[Gen 1] Random Battle-24205,61525,25096,56742-turn0.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",0
"[Gen 1] Random Battle-24205,61525,25096,56742-turn12.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",12
"[Gen 1] Random Battle-24205,61525,25096,56742-turn13.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",13
"[Gen 1] Random Battle-24205,61525,25096,56742-turn16.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",16
"[Gen 1] Random Battle-24205,61525,25096,56742-turn19.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",19
"[Gen 1] Random Battle-24205,61525,25096,56742-turn21.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",21
"[Gen 1] Random Battle-24205,61525,25096,56742-turn22.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",22
"[Gen 1] Random Battle-24205,61525,25096,56742-turn27.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",27
"[Gen 1] Random Battle-24205,61525,25096,56742-turn3.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",3
"[Gen 1] Random Battle-24205,61525,25096,56742-turn31.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",31
"[Gen 1] Random Battle-24205,61525,25096,56742-turn9.txt",0,"[Gen 1] Random Battle-24205,61525,25096,56742",9
"[Gen 1] Random Battle-24208,64984,47899,33158-turn0.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",0
"[Gen 1] Random Battle-24208,64984,47899,33158-turn10.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",10
"[Gen 1] Random Battle-24208,64984,47899,33158-turn17.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",17
"[Gen 1] Random Battle-24208,64984,47899,33158-turn18.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",18
"[Gen 1] Random Battle-24208,64984,47899,33158-turn22.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",22
"[Gen 1] Random Battle-24208,64984,47899,33158-turn24.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",24
"[Gen 1] Random Battle-24208,64984,47899,33158-turn4.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",4
"[Gen 1] Random Battle-24208,64984,47899,33158-turn41.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",41
"[Gen 1] Random Battle-24208,64984,47899,33158-turn7.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",7
"[Gen 1] Random Battle-24208,64984,47899,33158-turn8.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",8
"[Gen 1] Random Battle-24208,64984,47899,33158-turn9.txt",0,"[Gen 1] Random Battle-24208,64984,47899,33158",9
"[Gen 1] Random Battle-24292,25253,36350,40646-turn0.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",0
"[Gen 1] Random Battle-24292,25253,36350,40646-turn12.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",12
"[Gen 1] Random Battle-24292,25253,36350,40646-turn14.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",14
"[Gen 1] Random Battle-24292,25253,36350,40646-turn15.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",15
"[Gen 1] Random Battle-24292,25253,36350,40646-turn17.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",17
"[Gen 1] Random Battle-24292,25253,36350,40646-turn24.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",24
"[Gen 1] Random Battle-24292,25253,36350,40646-turn3.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",3
"[Gen 1] Random Battle-24292,25253,36350,40646-turn32.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",32
"[Gen 1] Random Battle-24292,25253,36350,40646-turn33.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",33
"[Gen 1] Random Battle-24292,25253,36350,40646-turn52.txt",1,"[Gen 1] Random Battle-24292,25253,36350,40646",52
"[Gen 1] Random Battle-24411,27735,4492,47302-turn0.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",0
"[Gen 1] Random Battle-24411,27735,4492,47302-turn16.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",16
"[Gen 1] Random Battle-24411,27735,4492,47302-turn17.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",17
"[Gen 1] Random Battle-24411,27735,4492,47302-turn18.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",18
"[Gen 1] Random Battle-24411,27735,4492,47302-turn22.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",22
"[Gen 1] Random Battle-24411,27735,4492,47302-turn25.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",25
"[Gen 1] Random Battle-24411,27735,4492,47302-turn26.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",26
"[Gen 1] Random Battle-24411,27735,4492,47302-turn27.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",27
"[Gen 1] Random Battle-24411,27735,4492,47302-turn28.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",28
"[Gen 1] Random Battle-24411,27735,4492,47302-turn30.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",30
"[Gen 1] Random Battle-24411,27735,4492,47302-turn39.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",39
"[Gen 1] Random Battle-24411,27735,4492,47302-turn40.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",40
"[Gen 1] Random Battle-24411,27735,4492,47302-turn47.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",47
"[Gen 1] Random Battle-24411,27735,4492,47302-turn5.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",5
"[Gen 1] Random Battle-24411,27735,4492,47302-turn50.txt",0,"[Gen 1] Random Battle-24411,27735,4492,47302",50
"[Gen 1] Random Battle-24430,1450,57973,36262-turn0.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",0
"[Gen 1] Random Battle-24430,1450,57973,36262-turn11.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",11
"[Gen 1] Random Battle-24430,1450,57973,36262-turn17.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",17
"[Gen 1] Random Battle-24430,1450,57973,36262-turn2.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",2
"[Gen 1] Random Battle-24430,1450,57973,36262-turn22.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",22
"[Gen 1] Random Battle-24430,1450,57973,36262-turn3.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",3
"[Gen 1] Random Battle-24430,1450,57973,36262-turn36.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",36
"[Gen 1] Random Battle-24430,1450,57973,36262-turn43.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",43
"[Gen 1] Random Battle-24430,1450,57973,36262-turn46.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",46
"[Gen 1] Random Battle-24430,1450,57973,36262-turn49.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",49
"[Gen 1] Random Battle-24430,1450,57973,36262-turn50.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",50
"[Gen 1] Random Battle-24430,1450,57973,36262-turn56.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",56
"[Gen 1] Random Battle-24430,1450,57973,36262-turn57.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",57
"[Gen 1] Random Battle-24430,1450,57973,36262-turn58.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",58
"[Gen 1] Random Battle-24430,1450,57973,36262-turn59.txt",1,"[Gen 1] Random Battle-24430,1450,57973,36262",59
